,﻿MessageID,ThreadID,ThreadName,MemberID,MemberName,Message,P_Year,P_Month,P_Day,P_Date,ThreadFirstMessageID
1054,11666,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq news releases 04/29/09 Agencies: 41 killed in Baghdad car bombings Iraqi police have raised the death toll in a twin car bombing in Baghdad’s main Shia district to at least 41. Wednesday’s blasts in Sadr City come less than a week after bombings claimed more than 150 lives over a two-day span. 04/29/09 Reuters: Roadside bombs kill policeman, wound civilians in MosulTwo separate roadside bombs in southern Mosul...killed one policeman and wounded five civilians, police said...Two civilians were wounded by a roadside bomb in eastern Mosul, police said. 04/29/09 Reuters: Roadside bombs kills 3 Iraqi soldiers in Diyala provinceThree Iraqi soldiers were killed on patrol and two others wounded when two roadside bombs went off in Himreen area of northeastern Diyala province, police said.",2009,04,30,2009-04-30 00:00:00.000,2692
1115,11786,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,"photos of hell of the nato forces in Afghanistan NEWS OF taliban : 30 april 2009 ----"" sawt al jihad magazine "" A vehicle of puppet army blew up in Zabul 3 vehicles of puppet army destroyed in Ghazni puppet army commander killed in Baghlan 6 puppet army killed ,post demolished in Herat 2 puppet army soldiers were killed in kelaat --------------------------------- Ministry of the German defence : 30 APRIL 2009 1 German soldier was killed",2009,04,30,2009-04-30 00:00:00.000,11157
1139,11819,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,other photos of hell of the coalition forces in Afghanistan http://up.arabseyes.com/upfiles/cQp30821.jpg http://up.arabseyes.com/upfiles/F6N29649.jpg http://up.arabseyes.com/upfiles/HFJ29788.jpg http://up.arabseyes.com/upfiles/7fp29883.jpg http://up.arabseyes.com/upfiles/40E30341.jpg http://up.arabseyes.com/upfiles/KS230274.jpg http://up.arabseyes.com/upfiles/Jiy30188.jpg http://up.arabseyes.com/upfiles/otK29947.jpg http://up.arabseyes.com/upfiles/nf730014.jpg http://up.arabseyes.com/upfiles/6Y230078.jpg http://up.arabseyes.com/upfiles/A0Z30581.jpg http://up.arabseyes.com/upfiles/UlW30679.jpg http://up.arabseyes.com/upfiles/qDy31019.jpg http://up.arabseyes.com/upfiles/hHa31220.jpg http://up.arabseyes.com/upfiles/w7t31280.jpg http://up.arabseyes.com/upfiles/kEk31348.jpg http://up.arabseyes.com/upfiles/13p31418.jpg http://up.arabseyes.com/upfiles/NUh31486.jpg http://up.arabseyes.com/upfiles/Tcp31650.jpg http://up.arabseyes.com/upfiles/lU931786.jpg http://up.arabseyes.com/upfiles/5mJ31708.jpg http://up.arabseyes.com/upfiles/bzi31883.jpg,2009,04,30,2009-04-30 00:00:00.000,11157
1141,11820,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,54 Soldiers Died/Wounded 33 In Iraq And Afghanistan This Month (April),2009,05,01,2009-05-01 00:00:00.000,2051
1142,11821,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,This Month (April 2009) In Afghanistan/Iraq/Pakistan 370 killed 289 wounded 84 kidnapped,2009,05,01,2009-05-01 00:00:00.000,2692
1153,11835,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),714,juhayman,Quote: Originally Posted by Acer007 This Month (April 2009) In Afghanistan/Iraq/Pakistan 370 killed 289 wounded 84 kidnapped ALLAH AKBAR!!,2009,05,01,2009-05-01 00:00:00.000,2692
1154,11836,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),714,juhayman,Quote: Originally Posted by Acer007 54 Soldiers Died/Wounded 33 In Iraq And Afghanistan This Month (April) ALLAH AKBAR!!,2009,05,01,2009-05-01 00:00:00.000,2051
1163,11861,813,Images from Islamic Emirate of Caucasus,161,Abu-Ahmad,As Salam Aleykum Amir Seif Al Islam Al-Masri (ha),2009,05,01,2009-05-01 00:00:00.000,1403
1169,11873,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Iraq Defense News BAGHDAD – Three U.S. troops have been killed in fighting west of Baghdad, the military said Friday, making April the deadliest month this year for American forces in Iraq.The two U.S. Marines and one sailor were killed Thursday while conducting combat operations in Anbar province, according to a statement.The deaths pushed the U.S. toll for April to 18, doubling the number who died the previous month. The U.S. military reported 17 Americans killed in February and 16 in January. Afghanistan Defense News 05/01/09 BBC: Afghan attack kills ISAF troops Five coalition soldiers have been killed in an insurgent attack in eastern Afghanistan, Nato has said. Four of the dead were from the Nato-led International Security Assistance Force and one was a US soldier, it said.",2009,05,01,2009-05-01 00:00:00.000,2051
1172,11876,1525,Latest Iraqi/afghan Soldiers/Police/Other Fatalities - Iraq/Afghanistan (Mainstream Media),54,ANSAR 007,"Iraq News 05/01/09 Reuters: Gunmen kill off-duty police officer in Mosul Gunmen shot dead an off-duty police officer near his home in eastern Mosul, 390 km (240 miles) north of Baghdad, on Thursday, police said. 05/01/09 Reuters: Gunmen kill body guard in Mosul Gunmen killed the body guard of a Kurdish politician a the Kurdish Democratic Party headquarters on Thursday, police said. Afghanistan/ Pakistan News 05/01/09 AFP: Taleban kidnap 10 paramilitaries in NW Pakistan Taleban militants Friday kidnapped 10 paramilitary soldiers from their local headquarters in a northwest Pakistan town bordering the troubled Swat valley, police said.",2009,05,01,2009-05-01 00:00:00.000,2692
1190,11898,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,,2009,05,01,2009-05-01 00:00:00.000,11157
1193,11900,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,sawt al jihad magazine 1 may 2009 - Afghanistan taliban killed 6 american soldiers in germaseer taliban killed more than 15 american soldiers and apostates in nangarhar taliban attacked air port of galal abaad by the rockets taliban killed 7 apostates in argandaab taliban killed and injured 10 apostates in khogyanee taliban killed 10 apostates in kara bagh,2009,05,01,2009-05-01 00:00:00.000,11157
1235,11963,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,original movie clips of taliban fighting the nato forces and apostates in Afghanistan http://www.fileflyer.com/view/tGch1AB original movie clip of Taliban taking weapons of the Nato forces in Afghanistan http://www.fileflyer.com/view/ZHwg3A7 original movie clip of Islamic suicide bomber killing apostates in Afghanistan http://sharebee.com/5c4b5286 http://www.megaupload.com/?d=2GAB0H50 original movie clip of Taliban beheading spies in Afghanistan http://www.archive.org/download/as-Sahab_509/4.divx original movie clip of Taliban killing Apostates in Afghanistan http://www.megaupload.com/?d=JY2WTORO http://www.justupit.com/get.php?id=0...8147d4d675a0c9 original movie clip of Taliban killing nato soldiers by explosives in Afghanistan http://webfile.ru/3334259 original movie clip of old afghan man destroying helicopter of the nato forces in Afghanistan http://webfile.ru/3333999 original movie clip of islamic mujahideen with destroyed helicopter in Zabul in Afghanistan http://webfile.ru/3333392 original movie clip of Taliban killing apostates in Afghanistan http://webfile.ru/3392451 original movie clip of islamic suicide bomber killing nato soldiers in khost in Afghanistan http://webfile.ru/3327872 original movie clip of killing nato soldiers and apostates by explosives in Afghanistan http://webfile.ru/3333280 original movie clip of taliban killing apostates in Afghanistan http://ia331425.us.archive.org/0/ite...afeen-high.mpg http://ia331425.us.archive.org/0/ite...n-meduim..rmvb http://ia331425.us.archive.org/0/ite...ad3feen-low.rm http://ia331425.us.archive.org/0/ite...een-mobile.3gp original movie clip of islamic mujahideen attacking Nato forces in different places in Afghanistan last news : BBCnews - sources in the Nato forces : 1 may 2009 5 Nato soldiers were killed today in Afghanistan,2009,05,01,2009-05-01 00:00:00.000,11157
1236,11965,813,Images from Islamic Emirate of Caucasus,161,Abu-Ahmad,"As Salam Aleykum Mujahid Muhammad (ha) Amir Said Amin Dadaev (ha) and his unit, you can see Mujahid Adam Dadayev and Hayrullah Hamzatov (both Shaheed Insha'Allah) in center, Mujahid Umar (ha) on the far right and Mujahid Mohammad (ha) on the far left",2009,05,01,2009-05-01 00:00:00.000,1403
1283,12092,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,"news of taliban 2 may 2009 ,,, sawt al jihad magazine -- afghanistan taliban killed manager of security office in faris taliban killed 10 security soldiers in faris taliban destroyed 3 vehicles of the nato forces in jeelaan taliban arrested 13 police soldiers in Ghazi abaad taliban killed 2 police soldiers in khogyano taliban attacked bagram airport by 3 rockets taliban killed 6 police soldiers in waeez area ---------",2009,05,02,2009-05-02 00:00:00.000,11157
1285,12096,4444,"Videos, images and news regarding taliban mujahideen",fighter,fighter,"Assalamu alaikum warahmatullahi wabarakatuh. May Allah (swt) reward you greatly for the great service you do here, Akhi taliban_mujahid.May Allah (swt) protect you from all sorts of harm. Keep on updating Akhi.",2009,05,02,2009-05-02 00:00:00.000,11157
1314,12134,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,"thank u fighter for your compliment ,,,god bless u and god bless all mujahideen other photos of hell of the nato forces in Afghanistan ,,",2009,05,02,2009-05-02 00:00:00.000,11157
1328,12150,1197,Latest Coalition Fatalities - Iraq/Afghanistan (Minstream Media),54,ANSAR 007,"Iraq Defene news The US military says two American soldiers have been killed and three others wounded in the northern Iraqi town of Mosul. ""There are initial reports of two US soldiers killed in the attack,"" the military said in a statement on Saturday. ""According to initial reports, an individual dressed in an Iraqi army uniform fired on the coalition forces and was killed in the incident."" Major Derrick Cheng, a spokesman for the US military in Mosul, said the incident happened in Hamam al-Alil, 20 km (12.5 miles) south of Mosul.",2009,05,02,2009-05-02 00:00:00.000,2051
1406,12254,1893,Latest News About The Mujahideen In Somalia,54,ANSAR 007,"Somalia: Presidential security forces 'sell armed trucks' to Al Shabaab 2 May 2, 2009 - 9:55:19 AM MOGADISHU, Somalia May 2 (Garowe Online) - Somali government security forces aboard four armed trucks escaped from the Villa Somalia presidential compound on Friday with the goal of selling their weaponry to Islamist hardliners, Radio Garowe reports. A security official at Villa Somalia who spoke on the condition of anonymity confirmed the report that the soldiers belonged to the Villa Somalia security force, guarding the palace where President Sheikh Sharif Ahmed calls home alongside African Union peacekeepers. ""The soldiers made a secret deal with Al Shabaab to sell four trucks and the big guns on top,"" said the security source. A businessman at Mogadishu's Bakara Market said armed trucks with government insignia were seen around the market, which has been a stronghold of Islamist rebels since the Ethiopian intervention. A government spokesman could not be reached for comment. Source: Garowe Online",2009,05,03,2009-05-03 00:00:00.000,3545
1423,12286,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,,2009,05,03,2009-05-03 00:00:00.000,11157
1424,12287,4444,"Videos, images and news regarding taliban mujahideen",1137,taliban_mujahid_1,sawt al jihad magazine 3 may 2009 ---Afghanistan 4 puppet army terrorists killed and 1 vehicle destroyed in Ghazni 1 tank of Poland invaders army destroyed in Ghazni A vehicle of puppet army blew up in Zabul Mujahideen fire missiles at Badkhshan airport 1 vehicle of puppet army blew up in Kandahar 3 puppet army terrorists killed in Ghazni puppets district headquarter attacked in Paktika 1 American invaders supply vehicles were destroyed in Laghman 5 Mortars fired at American invader army base in Kabul taliban killed 4 polish soldiers in kara bagh,2009,05,03,2009-05-03 00:00:00.000,11157
